Pattern;Times;Ontologies;Structures
Pattern 1;393;11;saref.rdf-1;saref.rdf-5;saref.rdf-6;saref.rdf-10;saref.rdf-11;saref.rdf-12;saref.rdf-13;saref.rdf-14;saref.rdf-15;saref.rdf-16;saref.rdf-17;saref.rdf-19;saref.rdf-20;saref.rdf-23;saref.rdf-27;saref.rdf-32;saref.rdf-33;saref.rdf-34;saref.rdf-42;saref.rdf-43;saref.rdf-45;saref.rdf-46;saref4agri.rdf-2;saref4agri.rdf-3;saref4agri.rdf-4;saref4agri.rdf-5;saref4agri.rdf-6;saref4agri.rdf-37;saref4agri.rdf-38;saref4agri.rdf-39;saref4agri.rdf-42;saref4agri.rdf-43;saref4agri.rdf-48;saref4agri.rdf-49;saref4agri.rdf-50;saref4agri.rdf-51;saref4agri.rdf-52;saref4auto.rdf-93;saref4auto.rdf-94;saref4auto.rdf-95;saref4auto.rdf-97;saref4auto.rdf-102;saref4auto.rdf-105;saref4auto.rdf-106;saref4auto.rdf-107;saref4auto.rdf-108;saref4bldg.rdf-3;saref4bldg.rdf-4;saref4bldg.rdf-6;saref4bldg.rdf-8;saref4bldg.rdf-9;saref4bldg.rdf-10;saref4bldg.rdf-11;saref4bldg.rdf-13;saref4bldg.rdf-14;saref4bldg.rdf-15;saref4bldg.rdf-16;saref4bldg.rdf-17;saref4bldg.rdf-19;saref4bldg.rdf-21;saref4bldg.rdf-23;saref4bldg.rdf-24;saref4bldg.rdf-30;saref4bldg.rdf-31;saref4bldg.rdf-32;saref4bldg.rdf-33;saref4bldg.rdf-34;saref4bldg.rdf-35;saref4bldg.rdf-36;saref4bldg.rdf-37;saref4bldg.rdf-38;saref4bldg.rdf-39;saref4bldg.rdf-40;saref4bldg.rdf-41;saref4bldg.rdf-42;saref4bldg.rdf-44;saref4bldg.rdf-45;saref4bldg.rdf-47;saref4bldg.rdf-50;saref4bldg.rdf-51;saref4bldg.rdf-52;saref4bldg.rdf-53;saref4bldg.rdf-54;saref4bldg.rdf-55;saref4bldg.rdf-56;saref4bldg.rdf-57;saref4bldg.rdf-59;saref4bldg.rdf-60;saref4bldg.rdf-61;saref4bldg.rdf-62;saref4bldg.rdf-64;saref4bldg.rdf-65;saref4bldg.rdf-66;saref4bldg.rdf-67;saref4bldg.rdf-69;saref4bldg.rdf-70;saref4bldg.rdf-71;saref4bldg.rdf-72;saref4bldg.rdf-73;saref4bldg.rdf-74;saref4bldg.rdf-75;saref4bldg.rdf-77;saref4bldg.rdf-79;saref4bldg.rdf-82;saref4bldg.rdf-87;saref4bldg.rdf-88;saref4bldg.rdf-89;saref4bldg.rdf-90;saref4bldg.rdf-91;saref4bldg.rdf-92;saref4bldg.rdf-93;saref4bldg.rdf-98;saref4bldg.rdf-99;saref4bldg.rdf-101;saref4bldg.rdf-102;saref4bldg.rdf-103;saref4bldg.rdf-104;saref4bldg.rdf-105;saref4bldg.rdf-106;saref4bldg.rdf-107;saref4bldg.rdf-108;saref4bldg.rdf-109;saref4bldg.rdf-112;saref4bldg.rdf-114;saref4bldg.rdf-115;saref4bldg.rdf-117;saref4bldg.rdf-118;saref4bldg.rdf-119;saref4bldg.rdf-120;saref4bldg.rdf-121;saref4bldg.rdf-122;saref4bldg.rdf-123;saref4bldg.rdf-124;saref4bldg.rdf-125;saref4bldg.rdf-126;saref4bldg.rdf-127;saref4bldg.rdf-128;saref4bldg.rdf-129;saref4bldg.rdf-130;saref4bldg.rdf-131;saref4bldg.rdf-132;saref4bldg.rdf-136;saref4bldg.rdf-137;saref4bldg.rdf-138;saref4bldg.rdf-140;saref4bldg.rdf-142;saref4bldg.rdf-143;saref4bldg.rdf-144;saref4bldg.rdf-145;saref4bldg.rdf-148;saref4bldg.rdf-149;saref4bldg.rdf-150;saref4bldg.rdf-151;saref4bldg.rdf-153;saref4bldg.rdf-155;saref4bldg.rdf-156;saref4bldg.rdf-157;saref4bldg.rdf-158;saref4bldg.rdf-159;saref4bldg.rdf-160;saref4bldg.rdf-162;saref4bldg.rdf-164;saref4bldg.rdf-165;saref4bldg.rdf-166;saref4bldg.rdf-167;saref4bldg.rdf-168;saref4bldg.rdf-169;saref4bldg.rdf-170;saref4bldg.rdf-171;saref4bldg.rdf-172;saref4bldg.rdf-173;saref4bldg.rdf-174;saref4bldg.rdf-175;saref4bldg.rdf-176;saref4bldg.rdf-177;saref4bldg.rdf-178;saref4bldg.rdf-183;saref4bldg.rdf-184;saref4bldg.rdf-186;saref4bldg.rdf-187;saref4bldg.rdf-188;saref4bldg.rdf-189;saref4bldg.rdf-190;saref4bldg.rdf-191;saref4bldg.rdf-192;saref4bldg.rdf-193;saref4bldg.rdf-194;saref4bldg.rdf-195;saref4bldg.rdf-196;saref4bldg.rdf-199;saref4bldg.rdf-200;saref4bldg.rdf-201;saref4bldg.rdf-202;saref4bldg.rdf-205;saref4bldg.rdf-211;saref4bldg.rdf-212;saref4bldg.rdf-213;saref4bldg.rdf-214;saref4bldg.rdf-215;saref4bldg.rdf-216;saref4bldg.rdf-217;saref4bldg.rdf-218;saref4bldg.rdf-219;saref4bldg.rdf-220;saref4bldg.rdf-221;saref4bldg.rdf-222;saref4bldg.rdf-226;saref4bldg.rdf-228;saref4bldg.rdf-229;saref4bldg.rdf-235;saref4bldg.rdf-237;saref4bldg.rdf-238;saref4bldg.rdf-240;saref4bldg.rdf-248;saref4bldg.rdf-249;saref4bldg.rdf-250;saref4bldg.rdf-251;saref4bldg.rdf-253;saref4bldg.rdf-255;saref4bldg.rdf-257;saref4bldg.rdf-258;saref4bldg.rdf-260;saref4bldg.rdf-263;saref4bldg.rdf-264;saref4bldg.rdf-265;saref4bldg.rdf-266;saref4bldg.rdf-267;saref4bldg.rdf-268;saref4bldg.rdf-269;saref4bldg.rdf-270;saref4bldg.rdf-271;saref4bldg.rdf-272;saref4bldg.rdf-274;saref4bldg.rdf-277;saref4bldg.rdf-279;saref4bldg.rdf-280;saref4bldg.rdf-281;saref4bldg.rdf-282;saref4bldg.rdf-284;saref4bldg.rdf-285;saref4bldg.rdf-286;saref4bldg.rdf-288;saref4bldg.rdf-289;saref4bldg.rdf-290;saref4bldg.rdf-291;saref4bldg.rdf-292;saref4bldg.rdf-293;saref4bldg.rdf-294;saref4bldg.rdf-295;saref4bldg.rdf-299;saref4bldg.rdf-300;saref4bldg.rdf-301;saref4bldg.rdf-302;saref4bldg.rdf-303;saref4bldg.rdf-304;saref4bldg.rdf-307;saref4city.rdf-1;saref4city.rdf-2;saref4city.rdf-3;saref4city.rdf-4;saref4city.rdf-5;saref4city.rdf-6;saref4city.rdf-7;saref4city.rdf-8;saref4city.rdf-9;saref4city.rdf-10;saref4city.rdf-11;saref4city.rdf-13;saref4city.rdf-15;saref4city.rdf-16;saref4city.rdf-18;saref4city.rdf-20;saref4city.rdf-21;saref4city.rdf-22;saref4city.rdf-23;saref4city.rdf-24;saref4city.rdf-25;saref4city.rdf-26;saref4city.rdf-27;saref4city.rdf-28;saref4city.rdf-31;saref4city.rdf-33;saref4city.rdf-34;saref4city.rdf-35;saref4city.rdf-37;saref4city.rdf-38;saref4city.rdf-39;saref4city.rdf-40;saref4ehaw.rdf-2;saref4ener.rdf-2;saref4ener.rdf-4;saref4ener.rdf-8;saref4ener.rdf-22;saref4ener.rdf-33;saref4ener.rdf-38;saref4ener.rdf-40;saref4ener.rdf-42;saref4ener.rdf-43;saref4ener.rdf-46;saref4ener.rdf-53;saref4ener.rdf-55;saref4ener.rdf-58;saref4ener.rdf-60;saref4ener.rdf-65;saref4ener.rdf-70;saref4ener.rdf-81;saref4ener.rdf-86;saref4ener.rdf-88;saref4ener.rdf-89;saref4ener.rdf-97;saref4ener.rdf-116;saref4ener.rdf-117;saref4ener.rdf-121;saref4ener.rdf-126;saref4ener.rdf-129;saref4ener.rdf-133;saref4envi.rdf-1;saref4envi.rdf-4;saref4envi.rdf-5;saref4envi.rdf-9;saref4envi.rdf-24;saref4envi.rdf-26;saref4envi.rdf-27;saref4envi.rdf-30;saref4envi.rdf-31;saref4envi.rdf-32;saref4envi.rdf-33;saref4envi.rdf-34;saref4envi.rdf-40;saref4envi.rdf-41;saref4envi.rdf-42;saref4envi.rdf-44;saref4envi.rdf-45;saref4envi.rdf-50;saref4envi.rdf-54;saref4envi.rdf-55;saref4envi.rdf-56;saref4inma.rdf-1;saref4inma.rdf-2;saref4inma.rdf-3;saref4inma.rdf-4;saref4inma.rdf-8;saref4inma.rdf-9;saref4inma.rdf-12;saref4inma.rdf-14;saref4inma.rdf-15;saref4inma.rdf-16;saref4inma.rdf-17;saref4inma.rdf-19;saref4inma.rdf-21;saref4inma.rdf-23;saref4inma.rdf-25;saref4inma.rdf-26;saref4inma.rdf-28;saref4inma.rdf-29;saref4inma.rdf-30;saref4inma.rdf-32;saref4inma.rdf-33;saref4inma.rdf-34;saref4inma.rdf-36;saref4watr.rdf-1;saref4watr.rdf-2;saref4watr.rdf-3;saref4watr.rdf-4;saref4watr.rdf-5;saref4watr.rdf-6;saref4watr.rdf-7;saref4watr.rdf-12;saref4watr.rdf-13;saref4watr.rdf-21;saref4watr.rdf-22;saref4watr.rdf-23;saref4watr.rdf-24;saref4watr.rdf-25;saref4watr.rdf-28;saref4watr.rdf-29;saref4watr.rdf-33;saref4watr.rdf-34;saref4watr.rdf-35;saref4wear.rdf-1;saref4wear.rdf-4;saref4wear.rdf-6;saref4wear.rdf-7;saref4wear.rdf-8;saref4wear.rdf-10;saref4wear.rdf-11;saref4wear.rdf-12;saref4wear.rdf-16;saref4wear.rdf-17;saref4wear.rdf-19;saref4wear.rdf-20;saref4wear.rdf-21;saref4wear.rdf-22
Pattern 2;8;2;saref.rdf-2;saref.rdf-3;saref.rdf-4;saref.rdf-26;saref.rdf-28;saref.rdf-38;saref4ener.rdf-19;saref4ener.rdf-93
Pattern 3;10;3;saref.rdf-7;saref.rdf-30;saref.rdf-40;saref4ener.rdf-25;saref4ener.rdf-26;saref4ener.rdf-27;saref4ener.rdf-30;saref4ener.rdf-32;saref4ener.rdf-34;saref4inma.rdf-27
Pattern 4;8;2;saref.rdf-8;saref.rdf-9;saref.rdf-18;saref.rdf-31;saref.rdf-35;saref.rdf-41;saref.rdf-44;saref4syst.rdf-3
Pattern 5;121;11;saref.rdf-21;saref4agri.rdf-30;saref4agri.rdf-32;saref4agri.rdf-47;saref4auto.rdf-103;saref4bldg.rdf-1;saref4bldg.rdf-2;saref4bldg.rdf-5;saref4bldg.rdf-7;saref4bldg.rdf-12;saref4bldg.rdf-18;saref4bldg.rdf-20;saref4bldg.rdf-22;saref4bldg.rdf-29;saref4bldg.rdf-43;saref4bldg.rdf-46;saref4bldg.rdf-48;saref4bldg.rdf-49;saref4bldg.rdf-58;saref4bldg.rdf-63;saref4bldg.rdf-68;saref4bldg.rdf-76;saref4bldg.rdf-78;saref4bldg.rdf-80;saref4bldg.rdf-81;saref4bldg.rdf-83;saref4bldg.rdf-84;saref4bldg.rdf-85;saref4bldg.rdf-86;saref4bldg.rdf-94;saref4bldg.rdf-95;saref4bldg.rdf-96;saref4bldg.rdf-97;saref4bldg.rdf-100;saref4bldg.rdf-110;saref4bldg.rdf-111;saref4bldg.rdf-113;saref4bldg.rdf-116;saref4bldg.rdf-133;saref4bldg.rdf-134;saref4bldg.rdf-135;saref4bldg.rdf-139;saref4bldg.rdf-141;saref4bldg.rdf-146;saref4bldg.rdf-147;saref4bldg.rdf-152;saref4bldg.rdf-154;saref4bldg.rdf-161;saref4bldg.rdf-163;saref4bldg.rdf-179;saref4bldg.rdf-180;saref4bldg.rdf-181;saref4bldg.rdf-182;saref4bldg.rdf-185;saref4bldg.rdf-197;saref4bldg.rdf-198;saref4bldg.rdf-203;saref4bldg.rdf-204;saref4bldg.rdf-206;saref4bldg.rdf-207;saref4bldg.rdf-210;saref4bldg.rdf-223;saref4bldg.rdf-224;saref4bldg.rdf-225;saref4bldg.rdf-227;saref4bldg.rdf-230;saref4bldg.rdf-231;saref4bldg.rdf-232;saref4bldg.rdf-233;saref4bldg.rdf-234;saref4bldg.rdf-236;saref4bldg.rdf-239;saref4bldg.rdf-241;saref4bldg.rdf-242;saref4bldg.rdf-243;saref4bldg.rdf-244;saref4bldg.rdf-245;saref4bldg.rdf-246;saref4bldg.rdf-247;saref4bldg.rdf-252;saref4bldg.rdf-254;saref4bldg.rdf-256;saref4bldg.rdf-259;saref4bldg.rdf-261;saref4bldg.rdf-262;saref4bldg.rdf-273;saref4bldg.rdf-275;saref4bldg.rdf-276;saref4bldg.rdf-278;saref4bldg.rdf-283;saref4bldg.rdf-287;saref4bldg.rdf-296;saref4bldg.rdf-297;saref4bldg.rdf-298;saref4city.rdf-12;saref4city.rdf-17;saref4city.rdf-19;saref4city.rdf-29;saref4ehaw.rdf-1;saref4ener.rdf-31;saref4ener.rdf-36;saref4ener.rdf-37;saref4ener.rdf-45;saref4ener.rdf-57;saref4ener.rdf-61;saref4ener.rdf-62;saref4envi.rdf-6;saref4envi.rdf-10;saref4envi.rdf-17;saref4envi.rdf-18;saref4envi.rdf-19;saref4envi.rdf-38;saref4envi.rdf-53;saref4inma.rdf-7;saref4inma.rdf-24;saref4inma.rdf-31;saref4watr.rdf-8;saref4watr.rdf-9;saref4watr.rdf-10;saref4watr.rdf-27;saref4wear.rdf-14
Pattern 6;25;10;saref.rdf-22;saref.rdf-24;saref4agri.rdf-44;saref4agri.rdf-45;saref4auto.rdf-98;saref4auto.rdf-100;saref4bldg.rdf-306;saref4bldg.rdf-308;saref4city.rdf-30;saref4city.rdf-36;saref4ener.rdf-1;saref4ener.rdf-9;saref4ener.rdf-73;saref4ener.rdf-91;saref4ener.rdf-114;saref4envi.rdf-20;saref4envi.rdf-22;saref4envi.rdf-35;saref4envi.rdf-49;saref4envi.rdf-51;saref4inma.rdf-10;saref4watr.rdf-31;saref4watr.rdf-32;saref4wear.rdf-13;saref4wear.rdf-18
Pattern 7;54;7;saref.rdf-25;saref.rdf-37;saref4agri.rdf-41;saref4city.rdf-14;saref4city.rdf-32;saref4ener.rdf-67;saref4ener.rdf-68;saref4ener.rdf-69;saref4ener.rdf-71;saref4ener.rdf-72;saref4ener.rdf-94;saref4ener.rdf-95;saref4ener.rdf-122;saref4grid.rdf-1;saref4grid.rdf-3;saref4grid.rdf-4;saref4grid.rdf-5;saref4grid.rdf-6;saref4grid.rdf-7;saref4grid.rdf-8;saref4grid.rdf-9;saref4grid.rdf-10;saref4grid.rdf-11;saref4grid.rdf-12;saref4grid.rdf-13;saref4grid.rdf-14;saref4grid.rdf-15;saref4grid.rdf-16;saref4grid.rdf-18;saref4grid.rdf-19;saref4grid.rdf-20;saref4grid.rdf-23;saref4grid.rdf-24;saref4grid.rdf-25;saref4grid.rdf-27;saref4grid.rdf-28;saref4grid.rdf-29;saref4grid.rdf-30;saref4grid.rdf-31;saref4grid.rdf-36;saref4grid.rdf-37;saref4grid.rdf-42;saref4grid.rdf-43;saref4grid.rdf-44;saref4grid.rdf-45;saref4grid.rdf-46;saref4grid.rdf-47;saref4grid.rdf-49;saref4grid.rdf-50;saref4grid.rdf-51;saref4grid.rdf-52;saref4watr.rdf-11;saref4watr.rdf-30;saref4wear.rdf-15
Pattern 8;21;3;saref.rdf-29;saref.rdf-39;saref4agri.rdf-35;saref4agri.rdf-40;saref4agri.rdf-53;saref4ener.rdf-3;saref4ener.rdf-21;saref4ener.rdf-39;saref4ener.rdf-41;saref4ener.rdf-48;saref4ener.rdf-49;saref4ener.rdf-50;saref4ener.rdf-52;saref4ener.rdf-54;saref4ener.rdf-59;saref4ener.rdf-63;saref4ener.rdf-66;saref4ener.rdf-77;saref4ener.rdf-84;saref4ener.rdf-92;saref4ener.rdf-132
Pattern 9;113;7;saref4agri.rdf-1;saref4agri.rdf-7;saref4agri.rdf-8;saref4agri.rdf-13;saref4agri.rdf-14;saref4agri.rdf-16;saref4agri.rdf-18;saref4agri.rdf-20;saref4agri.rdf-22;saref4agri.rdf-23;saref4agri.rdf-24;saref4agri.rdf-25;saref4agri.rdf-26;saref4agri.rdf-27;saref4agri.rdf-29;saref4agri.rdf-31;saref4agri.rdf-34;saref4auto.rdf-5;saref4auto.rdf-7;saref4auto.rdf-8;saref4auto.rdf-9;saref4auto.rdf-10;saref4auto.rdf-11;saref4auto.rdf-12;saref4auto.rdf-13;saref4auto.rdf-14;saref4auto.rdf-15;saref4auto.rdf-16;saref4auto.rdf-17;saref4auto.rdf-20;saref4auto.rdf-22;saref4auto.rdf-23;saref4auto.rdf-24;saref4auto.rdf-25;saref4auto.rdf-26;saref4auto.rdf-27;saref4auto.rdf-29;saref4auto.rdf-30;saref4auto.rdf-31;saref4auto.rdf-32;saref4auto.rdf-33;saref4auto.rdf-34;saref4auto.rdf-36;saref4auto.rdf-40;saref4auto.rdf-41;saref4auto.rdf-42;saref4auto.rdf-43;saref4auto.rdf-44;saref4auto.rdf-45;saref4auto.rdf-46;saref4auto.rdf-47;saref4auto.rdf-48;saref4auto.rdf-49;saref4auto.rdf-50;saref4auto.rdf-51;saref4auto.rdf-52;saref4auto.rdf-53;saref4auto.rdf-54;saref4auto.rdf-55;saref4auto.rdf-56;saref4auto.rdf-57;saref4auto.rdf-58;saref4auto.rdf-59;saref4auto.rdf-60;saref4auto.rdf-61;saref4auto.rdf-64;saref4auto.rdf-65;saref4auto.rdf-66;saref4auto.rdf-67;saref4auto.rdf-68;saref4auto.rdf-69;saref4auto.rdf-70;saref4auto.rdf-71;saref4auto.rdf-72;saref4auto.rdf-73;saref4auto.rdf-74;saref4auto.rdf-75;saref4auto.rdf-76;saref4auto.rdf-77;saref4auto.rdf-78;saref4auto.rdf-79;saref4auto.rdf-80;saref4auto.rdf-81;saref4auto.rdf-82;saref4auto.rdf-84;saref4auto.rdf-85;saref4auto.rdf-86;saref4auto.rdf-87;saref4auto.rdf-88;saref4auto.rdf-89;saref4auto.rdf-90;saref4auto.rdf-91;saref4auto.rdf-92;saref4auto.rdf-96;saref4auto.rdf-101;saref4auto.rdf-104;saref4envi.rdf-37;saref4inma.rdf-13;saref4inma.rdf-20;saref4lift.rdf-2;saref4lift.rdf-3;saref4lift.rdf-4;saref4lift.rdf-6;saref4lift.rdf-7;saref4lift.rdf-10;saref4lift.rdf-15;saref4lift.rdf-20;saref4lift.rdf-21;saref4syst.rdf-1;saref4syst.rdf-2;saref4watr.rdf-14;saref4watr.rdf-15;saref4watr.rdf-18
Pattern 10;11;3;saref4agri.rdf-9;saref4agri.rdf-11;saref4agri.rdf-12;saref4agri.rdf-15;saref4agri.rdf-33;saref4envi.rdf-11;saref4envi.rdf-15;saref4inma.rdf-11;saref4inma.rdf-18;saref4inma.rdf-22;saref4inma.rdf-35
Pattern 11;27;4;saref4agri.rdf-10;saref4auto.rdf-19;saref4ener.rdf-29;saref4ener.rdf-64;saref4ener.rdf-74;saref4ener.rdf-75;saref4ener.rdf-78;saref4ener.rdf-79;saref4ener.rdf-82;saref4ener.rdf-87;saref4ener.rdf-98;saref4ener.rdf-100;saref4ener.rdf-103;saref4ener.rdf-105;saref4ener.rdf-106;saref4ener.rdf-107;saref4ener.rdf-108;saref4ener.rdf-109;saref4ener.rdf-110;saref4ener.rdf-111;saref4ener.rdf-112;saref4ener.rdf-119;saref4ener.rdf-120;saref4ener.rdf-123;saref4ener.rdf-124;saref4ener.rdf-127;saref4inma.rdf-5
Pattern 12;38;4;saref4agri.rdf-17;saref4agri.rdf-28;saref4agri.rdf-36;saref4ener.rdf-6;saref4ener.rdf-7;saref4ener.rdf-10;saref4ener.rdf-11;saref4ener.rdf-12;saref4ener.rdf-13;saref4ener.rdf-14;saref4ener.rdf-15;saref4ener.rdf-16;saref4ener.rdf-17;saref4ener.rdf-18;saref4ener.rdf-20;saref4ener.rdf-23;saref4ener.rdf-24;saref4ener.rdf-28;saref4ener.rdf-76;saref4ener.rdf-80;saref4ener.rdf-83;saref4ener.rdf-85;saref4ener.rdf-96;saref4ener.rdf-99;saref4ener.rdf-101;saref4ener.rdf-102;saref4ener.rdf-104;saref4ener.rdf-113;saref4ener.rdf-115;saref4ener.rdf-125;saref4ener.rdf-128;saref4ener.rdf-130;saref4ener.rdf-131;saref4grid.rdf-2;saref4watr.rdf-16;saref4watr.rdf-17;saref4watr.rdf-19;saref4watr.rdf-20
Pattern 13;23;5;saref4agri.rdf-19;saref4agri.rdf-21;saref4auto.rdf-1;saref4auto.rdf-2;saref4auto.rdf-3;saref4auto.rdf-4;saref4auto.rdf-6;saref4auto.rdf-18;saref4auto.rdf-21;saref4auto.rdf-28;saref4auto.rdf-35;saref4auto.rdf-37;saref4auto.rdf-38;saref4auto.rdf-39;saref4auto.rdf-62;saref4auto.rdf-63;saref4auto.rdf-83;saref4ener.rdf-35;saref4inma.rdf-6;saref4lift.rdf-12;saref4lift.rdf-13;saref4lift.rdf-16;saref4lift.rdf-17
Pattern 14;5;5;saref4agri.rdf-46;saref4auto.rdf-99;saref4ener.rdf-5;saref4envi.rdf-48;saref4watr.rdf-26
Pattern 15;6;2;saref4bldg.rdf-25;saref4bldg.rdf-26;saref4bldg.rdf-28;saref4bldg.rdf-208;saref4envi.rdf-43;saref4envi.rdf-47
Pattern 16;2;1;saref4bldg.rdf-27;saref4bldg.rdf-209
Pattern 17;8;2;saref4bldg.rdf-305;saref4envi.rdf-2;saref4envi.rdf-8;saref4envi.rdf-14;saref4envi.rdf-25;saref4envi.rdf-28;saref4envi.rdf-29;saref4envi.rdf-52
Pattern 18;3;1;saref4ener.rdf-44;saref4ener.rdf-51;saref4ener.rdf-56
Pattern 19;4;2;saref4ener.rdf-47;saref4ener.rdf-90;saref4lift.rdf-9;saref4lift.rdf-14
Pattern 20;3;1;saref4envi.rdf-3;saref4envi.rdf-7;saref4envi.rdf-12
Pattern 21;2;1;saref4envi.rdf-13;saref4envi.rdf-16
Pattern 22;3;1;saref4envi.rdf-21;saref4envi.rdf-23;saref4envi.rdf-36
Pattern 23;12;1;saref4grid.rdf-17;saref4grid.rdf-21;saref4grid.rdf-22;saref4grid.rdf-32;saref4grid.rdf-33;saref4grid.rdf-34;saref4grid.rdf-35;saref4grid.rdf-38;saref4grid.rdf-39;saref4grid.rdf-40;saref4grid.rdf-41;saref4grid.rdf-48
Pattern 24;2;1;saref4lift.rdf-1;saref4lift.rdf-8
Pattern 25;3;1;saref4lift.rdf-11;saref4lift.rdf-18;saref4lift.rdf-19
Pattern 26;4;1;saref4wear.rdf-2;saref4wear.rdf-3;saref4wear.rdf-5;saref4wear.rdf-9
